AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
17,GOVT,M,SC,95019,LABOUR,NO,59,3,NO,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
14,GOVT,M,SC,98337,LABOUR,NO,61,4,YES,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,84,1,NO,9,URBAN,N
17,GOVT,M,GEN,84697,LABOUR,YES,61,3,NO,10,URBAN,Y
12,GOVT,M,SC,59000,LABOUR,YES,55,5,NO,4,RURAL,Y
11,GOVT,M,OBC,59000,LABOUR,YES,62,5,YES,3,RURAL,Y
12,GOVT,M,OBC,93021,TEACHER,NO,63,4,YES,3,RURAL,Y
18,PVT,F,GEN,162544,ACCOUNTANT,YES,83,2,NO,4,RURAL,N
17,PVT,F,GEN,196427,LABOUR,YES,89,2,NO,7,URBAN,N
18,GOVT,F,GEN,127516,PEON,NO,67,1,YES,11,RURAL,Y
17,GOVT,M,OBC,59000,LABOUR,NO,64,5,YES,3,RURAL,Y
18,PVT,F,GEN,293566,ACCOUNTANT,NO,86,2,NO,8,URBAN,N
11,GOVT,M,OBC,59000,LABOUR,YES,57,5,NO,3,RURAL,Y
12,GOVT,F,ST,112329,LABOUR,NO,56,1,YES,5,RURAL,Y
18,GOVT,F,OBC,166606,BUSINESS,NO,88,2,NO,9,RURAL,Y
14,GOVT,M,GEN,97732,FARMER,NO,62,2,YES,6,URBAN,Y
16,PVT,F,GEN,186480,ACCOUNTANT,YES,88,1,NO,8,URBAN,N
15,GOVT,M,ST,59000,LABOUR,YES,64,5,YES,3,URBAN,Y
12,GOVT,M,ST,139476,LABOUR,NO,73,3,NO,3,RURAL,Y
17,GOVT,F,OBC,157993,LABOUR,NO,67,3,NO,9,URBAN,Y
18,PVT,F,GEN,233425,ACCOUNTANT,NO,72,1,YES,9,RURAL,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,RURAL,Y
15,PVT,F,GEN,300000,ACCOUNTANT,NO,86,1,NO,9,URBAN,N
17,PVT,F,GEN,285714,ACCOUNTANT,YES,88,1,NO,8,URBAN,N
17,PVT,F,GEN,194126,LABOUR,NO,87,2,NO,9,URBAN,N
13,PVT,M,SC,80105,ACCOUNTANT,NO,70,2,YES,3,RURAL,Y
13,GOVT,M,OBC,66894,FARMER,NO,69,3,YES,4,RURAL,Y
18,GOVT,M,GEN,135132,ACCOUNTANT,NO,70,2,NO,4,RURAL,N
13,GOVT,M,SC,79929,LABOUR,NO,62,5,YES,3,RURAL,Y
11,GOVT,F,OBC,117309,LABOUR,NO,55,4,NO,3,RURAL,N
14,GOVT,M,ST,73614,TEACHER,NO,63,5,YES,5,URBAN,Y
12,GOVT,M,GEN,86068,LABOUR,NO,55,5,NO,5,RURAL,N
18,PVT,F,OBC,238738,BUSINESS,NO,79,1,NO,10,URBAN,N
14,GOVT,M,ST,116074,PEON,NO,75,2,YES,4,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,85,1,NO,10,URBAN,N
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,11,URBAN,N
17,GOVT,M,SC,136134,PEON,NO,58,2,YES,11,URBAN,Y
18,PVT,F,GEN,206608,ACCOUNTANT,YES,89,1,NO,11,URBAN,N
13,PVT,M,SC,72057,LABOUR,NO,80,4,NO,4,URBAN,Y
17,PVT,M,GEN,102585,LABOUR,YES,74,3,NO,3,RURAL,Y
17,GOVT,M,GEN,84822,LABOUR,NO,73,5,NO,3,URBAN,N
18,PVT,F,GEN,59000,LABOUR,YES,86,2,NO,8,URBAN,N
18,PVT,M,GEN,126202,ACCOUNTANT,NO,63,1,YES,4,RURAL,Y
14,GOVT,M,OBC,59000,LABOUR,NO,55,5,YES,5,RURAL,Y
18,PVT,M,OBC,117613,FARMER,NO,78,1,YES,10,RURAL,N
11,GOVT,F,GEN,59000,LABOUR,NO,59,5,NO,3,URBAN,Y
13,GOVT,M,GEN,79575,FARMER,NO,60,4,YES,4,RURAL,N
18,GOVT,F,SC,192323,BUSINESS,NO,84,2,NO,8,URBAN,N
17,PVT,F,GEN,242673,BUSINESS,NO,80,1,YES,9,RURAL,N
16,PVT,M,GEN,117143,PEON,NO,58,1,YES,4,RURAL,N
18,GOVT,M,SC,137880,LABOUR,NO,62,4,YES,5,RURAL,N
17,GOVT,M,OBC,102146,LABOUR,NO,66,3,NO,4,URBAN,Y
18,PVT,F,OBC,300000,FARMER,NO,81,1,NO,11,RURAL,N
16,PVT,F,GEN,300000,BUSINESS,YES,77,2,NO,8,URBAN,N
13,GOVT,M,ST,123044,LABOUR,NO,62,5,YES,3,RURAL,Y
13,GOVT,M,ST,83277,LABOUR,NO,75,5,NO,3,RURAL,Y
16,GOVT,M,GEN,209525,ACCOUNTANT,YES,89,2,NO,9,RURAL,Y
14,GOVT,M,SC,130120,FARMER,NO,60,3,YES,4,RURAL,Y
17,PVT,M,GEN,277536,ACCOUNTANT,NO,81,3,NO,10,URBAN,Y
18,GOVT,M,GEN,101466,ACCOUNTANT,NO,89,1,NO,3,RURAL,N
14,GOVT,M,OBC,173996,PEON,NO,63,2,NO,3,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
16,GOVT,M,SC,59000,LABOUR,NO,56,3,YES,6,RURAL,Y
18,GOVT,F,ST,108460,PEON,NO,79,1,YES,5,RURAL,Y
11,GOVT,M,OBC,102708,LABOUR,NO,56,4,YES,3,RURAL,Y
14,GOVT,M,GEN,102854,TEACHER,NO,61,3,NO,3,URBAN,Y
18,GOVT,F,GEN,164377,TEACHER,YES,77,2,NO,10,RURAL,Y
18,GOVT,M,ST,174042,PEON,NO,77,3,YES,10,RURAL,Y
11,GOVT,M,ST,129806,FARMER,NO,72,4,NO,9,RURAL,Y
15,GOVT,M,GEN,104186,ACCOUNTANT,NO,66,1,NO,8,RURAL,N
11,GOVT,M,GEN,73828,BUSINESS,YES,59,2,NO,3,URBAN,Y
17,GOVT,M,OBC,128056,ACCOUNTANT,NO,55,2,YES,12,RURAL,Y
18,PVT,F,GEN,239495,ACCOUNTANT,NO,86,1,NO,9,URBAN,N
17,PVT,M,GEN,110965,LABOUR,YES,74,2,NO,10,RURAL,N
14,GOVT,M,SC,109055,ACCOUNTANT,NO,62,5,YES,5,RURAL,N
12,GOVT,M,SC,109833,FARMER,NO,75,2,YES,11,RURAL,Y
15,PVT,F,GEN,137033,BUSINESS,NO,60,2,YES,9,RURAL,Y
18,PVT,F,GEN,87612,PEON,NO,85,1,NO,10,RURAL,N
18,PVT,F,GEN,180856,BUSINESS,NO,86,1,NO,8,URBAN,N
18,PVT,M,GEN,156953,BUSINESS,YES,89,2,NO,11,URBAN,N
13,GOVT,M,OBC,113501,ACCOUNTANT,NO,58,5,YES,4,RURAL,N
15,PVT,M,GEN,111961,LABOUR,NO,76,1,NO,5,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,YES,81,1,NO,8,URBAN,N
15,GOVT,M,OBC,90226,TEACHER,NO,63,4,YES,4,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,YES,89,1,NO,8,URBAN,N
14,GOVT,F,GEN,71676,BUSINESS,NO,58,2,NO,4,RURAL,Y
17,GOVT,F,ST,110563,PEON,NO,63,2,YES,10,URBAN,N
17,PVT,F,GEN,300000,BUSINESS,NO,85,1,NO,11,URBAN,N
10,GOVT,M,GEN,102052,ACCOUNTANT,NO,72,5,NO,3,RURAL,Y
14,PVT,F,GEN,182127,TEACHER,YES,83,1,NO,9,URBAN,N
17,GOVT,F,GEN,123078,ACCOUNTANT,YES,84,1,NO,11,RURAL,N
13,GOVT,M,SC,91419,PEON,YES,60,4,NO,3,RURAL,Y
15,GOVT,M,OBC,68720,LABOUR,NO,61,1,YES,4,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,NO,85,2,NO,10,RURAL,N
13,GOVT,M,SC,59000,ACCOUNTANT,NO,60,3,YES,5,RURAL,Y
17,PVT,F,GEN,197786,BUSINESS,NO,84,3,NO,10,URBAN,N
14,GOVT,M,GEN,121190,ACCOUNTANT,NO,61,2,YES,4,RURAL,Y
12,GOVT,M,OBC,108685,ACCOUNTANT,NO,59,5,YES,4,RURAL,Y
17,GOVT,F,GEN,98737,ACCOUNTANT,NO,67,1,NO,4,URBAN,Y
12,PVT,M,OBC,100592,ACCOUNTANT,NO,59,4,NO,10,URBAN,N
17,PVT,F,OBC,208285,ACCOUNTANT,NO,74,1,YES,10,URBAN,N
13,GOVT,M,OBC,120135,LABOUR,NO,59,2,YES,3,RURAL,Y
15,GOVT,M,ST,79481,LABOUR,YES,77,5,NO,3,RURAL,Y
17,PVT,F,GEN,276403,ACCOUNTANT,YES,84,2,NO,10,URBAN,N
17,PVT,F,GEN,284311,ACCOUNTANT,NO,62,1,NO,12,RURAL,N
13,GOVT,M,GEN,101932,FARMER,NO,76,2,YES,4,RURAL,Y
16,GOVT,M,GEN,97391,PEON,NO,66,1,NO,11,RURAL,N
14,GOVT,M,OBC,119545,PEON,NO,76,4,YES,3,URBAN,N
18,GOVT,F,GEN,67391,ACCOUNTANT,NO,72,1,YES,4,RURAL,N
17,GOVT,M,ST,59000,LABOUR,NO,55,4,YES,5,RURAL,Y
15,PVT,F,GEN,300000,LABOUR,NO,88,3,NO,10,URBAN,N
14,GOVT,M,OBC,110204,LABOUR,NO,71,3,YES,3,RURAL,N
15,GOVT,M,GEN,69756,LABOUR,NO,62,5,NO,3,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,NO,86,1,NO,9,URBAN,N
14,GOVT,F,GEN,123252,TEACHER,YES,82,1,NO,10,URBAN,N
12,GOVT,M,SC,59000,LABOUR,YES,57,5,YES,4,URBAN,Y
18,GOVT,M,GEN,109340,PEON,NO,55,2,YES,4,RURAL,Y
18,GOVT,F,ST,131343,ACCOUNTANT,NO,89,1,NO,10,RURAL,N
17,GOVT,F,GEN,82914,ACCOUNTANT,NO,62,3,YES,9,URBAN,Y
11,GOVT,M,ST,128694,ACCOUNTANT,NO,70,2,NO,4,RURAL,N
13,GOVT,M,ST,91118,LABOUR,NO,74,5,NO,4,RURAL,Y
17,PVT,M,GEN,300000,FARMER,NO,86,1,NO,4,RURAL,N
17,GOVT,M,GEN,120119,TEACHER,YES,65,4,NO,5,RURAL,N
17,GOVT,F,ST,123405,PEON,YES,80,2,NO,4,RURAL,Y
17,GOVT,F,GEN,217981,ACCOUNTANT,YES,74,2,NO,11,URBAN,N
13,GOVT,M,ST,91497,LABOUR,YES,74,4,NO,3,RURAL,Y
18,PVT,F,GEN,144310,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
18,PVT,F,OBC,122372,ACCOUNTANT,NO,65,1,YES,12,RURAL,N
11,GOVT,M,SC,81007,FARMER,NO,62,5,YES,5,RURAL,Y
12,GOVT,M,OBC,66980,FARMER,NO,55,5,YES,4,RURAL,Y
13,PVT,M,ST,74758,LABOUR,NO,88,3,NO,3,RURAL,N
10,GOVT,M,SC,61319,LABOUR,NO,62,4,NO,3,URBAN,N
13,GOVT,M,ST,80058,LABOUR,NO,59,5,NO,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,87,1,NO,9,RURAL,N
18,GOVT,F,GEN,66693,ACCOUNTANT,NO,61,3,YES,10,URBAN,N
17,PVT,F,GEN,96981,BUSINESS,NO,88,2,NO,9,URBAN,Y
18,PVT,F,GEN,139006,ACCOUNTANT,YES,89,2,NO,8,URBAN,N
10,GOVT,M,OBC,75570,BUSINESS,NO,74,5,YES,4,RURAL,Y
16,GOVT,F,OBC,300000,PEON,NO,74,1,YES,11,URBAN,N
17,GOVT,M,GEN,114558,PEON,YES,65,3,NO,3,RURAL,Y
18,GOVT,M,ST,72572,FARMER,NO,57,4,YES,4,RURAL,Y
17,PVT,F,GEN,252759,BUSINESS,YES,88,1,NO,12,URBAN,N
18,PVT,F,OBC,161868,ACCOUNTANT,NO,69,1,YES,11,RURAL,N
18,GOVT,M,GEN,120419,TEACHER,NO,76,1,NO,9,RURAL,Y
18,GOVT,M,OBC,110805,BUSINESS,NO,58,2,NO,9,RURAL,N
12,GOVT,F,OBC,104864,ACCOUNTANT,NO,74,3,NO,4,RURAL,Y
16,PVT,M,OBC,106928,ACCOUNTANT,NO,89,1,YES,4,RURAL,Y
18,GOVT,M,GEN,193422,BUSINESS,NO,86,2,NO,12,RURAL,N
15,GOVT,F,OBC,207301,FARMER,NO,72,1,NO,9,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,8,URBAN,N
12,GOVT,M,SC,80482,LABOUR,YES,78,2,NO,3,URBAN,N
13,GOVT,M,ST,103606,LABOUR,NO,74,3,YES,10,URBAN,Y
10,GOVT,M,OBC,160358,LABOUR,YES,55,4,YES,3,RURAL,Y
12,GOVT,M,OBC,102398,LABOUR,NO,57,5,YES,11,RURAL,Y
18,GOVT,F,OBC,87750,TEACHER,NO,74,2,NO,8,RURAL,Y
14,GOVT,M,OBC,59000,PEON,NO,60,4,YES,4,RURAL,N
18,PVT,F,GEN,200834,PEON,NO,86,1,NO,10,RURAL,N
18,PVT,F,GEN,152940,PEON,NO,89,1,NO,11,RURAL,N
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,7,URBAN,N
18,PVT,F,GEN,299551,TEACHER,YES,84,2,NO,10,URBAN,Y
12,PVT,M,SC,236071,PEON,NO,57,4,YES,5,RURAL,N
18,PVT,F,GEN,134127,FARMER,NO,89,1,NO,3,RURAL,N
18,PVT,F,GEN,300000,FARMER,NO,85,1,NO,10,URBAN,N
17,PVT,M,GEN,178881,FARMER,YES,76,4,NO,4,RURAL,Y
11,GOVT,M,OBC,100461,LABOUR,NO,77,2,NO,4,RURAL,Y
15,PVT,F,GEN,210445,BUSINESS,YES,86,2,NO,9,URBAN,N
18,GOVT,M,OBC,95756,ACCOUNTANT,NO,67,4,NO,3,RURAL,N
16,PVT,M,SC,139937,LABOUR,YES,88,3,NO,10,URBAN,N
17,GOVT,F,ST,91055,ACCOUNTANT,NO,83,1,YES,11,RURAL,Y
14,GOVT,M,OBC,66854,LABOUR,YES,57,3,YES,3,URBAN,Y
11,GOVT,M,OBC,76876,LABOUR,YES,73,5,NO,3,RURAL,Y
17,PVT,F,GEN,143039,ACCOUNTANT,YES,72,1,YES,9,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,RURAL,N
11,GOVT,M,OBC,87418,FARMER,NO,75,3,YES,4,RURAL,Y
11,GOVT,M,GEN,132528,PEON,YES,67,4,YES,11,RURAL,Y
18,GOVT,F,OBC,300000,PEON,YES,86,1,NO,11,RURAL,N
11,GOVT,M,OBC,100097,LABOUR,NO,66,2,YES,4,RURAL,N
18,PVT,F,OBC,285331,PEON,NO,67,1,YES,12,RURAL,N
12,GOVT,M,SC,135483,TEACHER,NO,89,4,NO,3,RURAL,Y
16,PVT,M,GEN,271176,BUSINESS,YES,83,2,NO,9,URBAN,N
12,GOVT,M,OBC,93843,ACCOUNTANT,NO,70,4,YES,9,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,87,1,NO,9,RURAL,N
11,GOVT,F,GEN,194684,LABOUR,YES,82,2,NO,11,RURAL,N
16,GOVT,M,SC,158425,LABOUR,NO,63,2,YES,11,URBAN,N
18,PVT,F,GEN,259929,ACCOUNTANT,NO,89,2,NO,7,RURAL,N
14,GOVT,F,ST,75334,LABOUR,NO,59,5,NO,3,RURAL,Y
14,GOVT,F,GEN,95430,LABOUR,NO,60,4,NO,3,RURAL,N
16,GOVT,M,GEN,300000,LABOUR,NO,85,2,NO,8,RURAL,N
16,GOVT,F,GEN,140421,FARMER,NO,77,4,NO,11,URBAN,N
18,PVT,F,GEN,171390,ACCOUNTANT,NO,78,1,NO,10,URBAN,N
17,PVT,F,ST,221049,FARMER,YES,86,2,NO,9,URBAN,N
17,PVT,M,GEN,153617,LABOUR,NO,72,2,YES,3,RURAL,N
16,GOVT,M,GEN,120156,LABOUR,YES,66,2,NO,3,RURAL,Y
18,PVT,M,GEN,137362,BUSINESS,NO,89,2,NO,11,RURAL,N
12,GOVT,M,SC,79827,LABOUR,YES,56,5,NO,3,URBAN,Y
13,GOVT,M,OBC,83248,FARMER,NO,58,4,YES,3,RURAL,Y
12,GOVT,F,GEN,66015,LABOUR,YES,60,5,NO,3,URBAN,Y
13,GOVT,M,GEN,94072,LABOUR,YES,58,3,NO,3,RURAL,Y
13,GOVT,M,SC,114262,LABOUR,NO,63,4,NO,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,78,1,NO,9,URBAN,N
18,GOVT,M,GEN,159687,LABOUR,YES,74,2,NO,11,URBAN,N
16,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,12,RURAL,N
17,PVT,F,GEN,300000,LABOUR,YES,88,1,NO,10,RURAL,N
17,GOVT,M,OBC,98694,FARMER,NO,66,3,YES,3,RURAL,Y
16,PVT,F,GEN,300000,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
10,GOVT,M,SC,59000,LABOUR,YES,55,5,YES,3,RURAL,Y
17,PVT,F,OBC,195944,PEON,YES,61,2,NO,10,RURAL,N
11,GOVT,F,SC,138589,LABOUR,NO,74,3,NO,3,RURAL,Y
17,PVT,F,GEN,142706,BUSINESS,NO,89,3,NO,9,RURAL,N
18,GOVT,M,GEN,59000,ACCOUNTANT,NO,75,1,NO,11,RURAL,N
17,PVT,M,OBC,202073,BUSINESS,NO,65,1,NO,10,RURAL,N
16,PVT,F,GEN,268350,BUSINESS,YES,88,1,NO,9,URBAN,N
18,PVT,F,GEN,300000,ACCOUNTANT,YES,75,2,NO,8,URBAN,N
17,PVT,F,GEN,300000,BUSINESS,YES,85,2,NO,9,URBAN,N
16,PVT,F,GEN,218997,ACCOUNTANT,NO,85,2,NO,8,URBAN,N
13,GOVT,M,SC,59000,FARMER,NO,58,4,YES,3,RURAL,Y
12,GOVT,M,SC,70228,LABOUR,YES,59,4,YES,3,RURAL,Y
18,PVT,M,GEN,111243,TEACHER,YES,89,2,NO,9,URBAN,N
18,GOVT,M,GEN,105504,BUSINESS,YES,72,3,NO,3,URBAN,Y
12,GOVT,F,GEN,300000,ACCOUNTANT,NO,87,2,NO,9,RURAL,N
13,GOVT,M,OBC,97502,FARMER,NO,55,4,YES,11,RURAL,N
17,PVT,F,GEN,300000,BUSINESS,NO,83,2,NO,8,RURAL,N
18,PVT,M,GEN,123651,LABOUR,NO,83,3,NO,9,RURAL,N
12,GOVT,M,OBC,113359,LABOUR,NO,64,4,NO,4,RURAL,Y
12,GOVT,M,OBC,118766,TEACHER,NO,78,2,NO,10,RURAL,N
18,GOVT,M,SC,93151,LABOUR,NO,60,4,NO,9,RURAL,Y
17,PVT,M,GEN,109577,FARMER,NO,84,2,YES,4,URBAN,N
18,PVT,F,ST,185793,ACCOUNTANT,NO,89,2,NO,9,RURAL,N
17,GOVT,F,OBC,75919,ACCOUNTANT,NO,77,2,NO,11,RURAL,N
16,GOVT,M,OBC,64867,FARMER,NO,56,4,YES,3,RURAL,Y
10,GOVT,M,SC,80461,LABOUR,NO,59,4,YES,4,RURAL,Y
15,GOVT,M,OBC,89776,LABOUR,NO,64,3,YES,5,RURAL,Y
14,GOVT,M,SC,115315,TEACHER,NO,58,3,NO,4,RURAL,Y
16,GOVT,F,OBC,81736,LABOUR,NO,62,5,YES,3,RURAL,Y
16,PVT,M,GEN,233373,LABOUR,YES,84,3,NO,9,URBAN,N
18,PVT,M,GEN,107254,FARMER,YES,85,2,NO,9,URBAN,Y
9,GOVT,M,GEN,83459,FARMER,NO,78,5,NO,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,86,2,NO,9,URBAN,N
18,GOVT,M,GEN,117782,LABOUR,NO,58,3,YES,12,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,81,2,NO,10,RURAL,N
15,GOVT,M,OBC,74293,LABOUR,YES,55,4,YES,3,RURAL,Y
18,GOVT,M,OBC,213611,BUSINESS,NO,86,1,NO,11,RURAL,N
13,GOVT,M,SC,66192,LABOUR,NO,56,5,YES,3,RURAL,Y
18,PVT,M,GEN,87915,LABOUR,NO,75,3,NO,4,URBAN,Y
16,PVT,F,GEN,300000,PEON,YES,89,1,NO,11,URBAN,N
16,PVT,F,GEN,255886,ACCOUNTANT,YES,89,1,NO,8,URBAN,N
12,GOVT,M,GEN,82474,LABOUR,NO,57,2,YES,3,RURAL,N
18,PVT,F,GEN,260603,ACCOUNTANT,NO,82,1,YES,11,RURAL,N
10,GOVT,M,OBC,101154,LABOUR,NO,55,4,YES,3,RURAL,Y
9,GOVT,M,ST,59407,LABOUR,NO,61,3,YES,3,RURAL,Y
10,GOVT,F,SC,300000,ACCOUNTANT,NO,88,2,NO,10,RURAL,N
16,PVT,M,GEN,197611,FARMER,YES,88,3,NO,8,URBAN,N
16,PVT,F,GEN,300000,ACCOUNTANT,YES,83,2,NO,8,URBAN,N
17,PVT,F,GEN,171672,ACCOUNTANT,YES,89,1,NO,9,URBAN,N
11,GOVT,M,GEN,114373,LABOUR,YES,57,5,NO,3,URBAN,Y
14,GOVT,M,ST,192178,FARMER,NO,62,1,NO,4,RURAL,N
15,GOVT,F,GEN,141945,PEON,YES,69,4,YES,5,RURAL,Y
11,GOVT,M,SC,99559,LABOUR,NO,60,4,YES,5,RURAL,Y
12,GOVT,M,SC,138613,TEACHER,NO,72,3,YES,10,URBAN,Y
18,PVT,F,GEN,257928,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
17,PVT,F,GEN,297247,BUSINESS,NO,89,1,NO,10,URBAN,N
16,PVT,F,GEN,269927,PEON,YES,89,1,NO,10,URBAN,N
15,GOVT,M,ST,59000,LABOUR,YES,61,4,YES,5,RURAL,Y
18,PVT,F,GEN,99767,PEON,YES,68,3,NO,4,RURAL,N
11,GOVT,M,ST,65610,LABOUR,YES,58,5,YES,4,RURAL,Y
18,PVT,M,GEN,128564,PEON,YES,76,1,NO,5,RURAL,N
16,PVT,M,GEN,138157,ACCOUNTANT,NO,61,1,YES,11,RURAL,N
13,GOVT,M,SC,75217,LABOUR,NO,73,3,NO,5,RURAL,Y
13,GOVT,M,ST,59000,LABOUR,NO,59,4,YES,3,RURAL,Y
17,PVT,M,GEN,300000,FARMER,NO,85,2,NO,8,URBAN,N
16,GOVT,F,GEN,115256,ACCOUNTANT,NO,89,2,YES,11,RURAL,Y
10,GOVT,M,GEN,142783,BUSINESS,NO,71,5,YES,3,RURAL,Y
12,GOVT,M,SC,59000,LABOUR,YES,55,5,YES,3,RURAL,Y
16,PVT,F,GEN,300000,LABOUR,NO,84,1,NO,10,RURAL,N
10,GOVT,M,SC,59000,LABOUR,NO,63,4,YES,4,RURAL,Y
15,GOVT,F,GEN,102132,LABOUR,NO,76,3,YES,4,RURAL,Y
15,GOVT,M,SC,64865,LABOUR,NO,62,4,YES,3,RURAL,Y
18,GOVT,F,GEN,206791,PEON,NO,88,1,YES,11,RURAL,N
10,GOVT,M,OBC,121818,LABOUR,NO,63,1,NO,4,RURAL,Y
10,GOVT,M,SC,104303,LABOUR,NO,58,4,NO,3,URBAN,Y
16,GOVT,M,ST,59000,LABOUR,NO,62,5,YES,4,RURAL,Y
14,PVT,M,GEN,121037,LABOUR,NO,67,4,YES,3,RURAL,N
17,PVT,F,GEN,260485,ACCOUNTANT,YES,79,1,NO,8,URBAN,N
18,PVT,F,GEN,243239,ACCOUNTANT,YES,85,1,NO,9,URBAN,N
14,GOVT,M,SC,59000,LABOUR,NO,57,5,YES,4,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,YES,84,2,NO,10,URBAN,N
14,GOVT,M,SC,81488,LABOUR,NO,66,4,YES,4,RURAL,Y
17,PVT,F,GEN,234332,ACCOUNTANT,NO,83,1,NO,8,RURAL,N
13,GOVT,M,ST,77531,LABOUR,NO,59,5,YES,3,RURAL,Y
14,GOVT,M,GEN,85368,LABOUR,NO,74,3,NO,3,RURAL,Y
15,GOVT,M,OBC,113931,FARMER,NO,65,3,YES,5,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,YES,10,RURAL,N
17,PVT,F,GEN,134298,ACCOUNTANT,YES,88,1,NO,8,URBAN,N
11,GOVT,M,OBC,59000,LABOUR,NO,55,3,YES,3,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,88,1,NO,8,URBAN,N
9,GOVT,M,ST,78717,LABOUR,YES,56,5,YES,4,RURAL,Y
11,GOVT,F,OBC,75506,LABOUR,NO,60,2,YES,4,URBAN,Y
11,GOVT,M,OBC,111938,TEACHER,NO,64,5,NO,3,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,75,1,NO,9,URBAN,N
18,GOVT,M,GEN,145314,ACCOUNTANT,NO,70,1,YES,9,RURAL,N
10,GOVT,M,SC,75411,LABOUR,NO,59,5,YES,3,RURAL,Y
18,GOVT,M,GEN,158841,BUSINESS,NO,89,1,NO,10,RURAL,N
18,GOVT,F,GEN,300000,PEON,NO,89,2,NO,9,URBAN,N
18,GOVT,M,OBC,59000,PEON,NO,66,3,YES,5,RURAL,Y
13,GOVT,M,ST,106627,LABOUR,NO,60,4,NO,5,RURAL,Y
17,PVT,F,GEN,237420,BUSINESS,NO,85,2,NO,10,URBAN,N
18,GOVT,M,GEN,159922,PEON,NO,75,2,YES,12,RURAL,Y
12,GOVT,M,GEN,105018,TEACHER,NO,65,3,NO,3,RURAL,N
11,GOVT,M,SC,97026,LABOUR,NO,66,4,YES,5,RURAL,Y
18,GOVT,M,OBC,84942,PEON,NO,62,3,YES,6,RURAL,Y
12,GOVT,M,ST,130608,LABOUR,YES,76,1,YES,4,RURAL,Y
15,PVT,M,GEN,145344,ACCOUNTANT,YES,64,2,NO,8,RURAL,N
18,GOVT,M,OBC,140569,LABOUR,NO,75,2,NO,4,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,84,1,NO,10,URBAN,N
17,PVT,M,GEN,300000,ACCOUNTANT,NO,85,1,YES,10,RURAL,N
16,GOVT,F,SC,249611,ACCOUNTANT,NO,88,2,NO,11,RURAL,Y
14,GOVT,F,GEN,118457,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
15,GOVT,M,SC,72137,LABOUR,NO,60,2,YES,4,RURAL,Y
18,GOVT,F,GEN,198165,BUSINESS,YES,81,2,NO,11,URBAN,N
13,GOVT,M,SC,85270,LABOUR,NO,59,4,NO,4,RURAL,Y
16,GOVT,M,OBC,108538,LABOUR,NO,55,2,NO,3,RURAL,Y
18,PVT,F,GEN,208480,LABOUR,YES,86,1,NO,10,URBAN,Y
17,GOVT,M,OBC,129617,LABOUR,NO,60,1,YES,11,RURAL,Y
17,GOVT,M,GEN,197999,TEACHER,YES,64,2,NO,3,URBAN,N
12,GOVT,M,GEN,59000,ACCOUNTANT,NO,56,3,NO,3,RURAL,N
12,GOVT,M,OBC,83234,LABOUR,NO,61,4,YES,3,RURAL,Y
17,PVT,F,GEN,167811,LABOUR,YES,88,3,NO,9,URBAN,N
16,GOVT,F,GEN,97287,LABOUR,YES,55,4,NO,3,RURAL,Y
11,GOVT,M,SC,104105,LABOUR,NO,57,4,NO,5,RURAL,Y
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
17,PVT,F,GEN,300000,TEACHER,NO,89,4,NO,9,URBAN,N
